estado_comprador,sujeto_obligado,proveedor,rfc,situacion,definitivo_dof,fecha_contrato,firmado_despues_definitivo,tipo_procedimiento,ejercicio,importe,monto_mxn_millones,importe_plausible,direccion_anuncio
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-14,False,Adjudicación directa,2025,119143.6,0.12,True,https://drive.google.com/file/d/1X6OTcv0WDniM7NqRolWCicfv67IDs8Rx/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-02-14,False,Adjudicación directa,2025,118320.0,0.12,True,https://drive.google.com/file/d/1FgQSA3cc9pXzJS7tq7s2uVMMGly3QmOU/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,114492.0,0.11,True,"https://drive.google.com/file/d/1wW22KuE8oQtUxAJ3IHCubG0CiEy1tq4K/view?usp=drive_link,"
MICHOACÁN DE OCAMPO,MIC - Colegio de Estudios Cientificos y Tecnologicos del Estado de Michoacan,POLETTE VALERIA ROJAS SOLORIO,ROSP920428398,Definitivo,2026-04-24,2024-06-20,False,Adjudicación directa,2024,114484.0,0.11,False,https://so.secoem.michoacan.gob.mx/wp-content/uploads/2024/07/contrato-45_0001.pdf
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-05-26,False,Adjudicación directa,2025,105684.12,0.11,True,https://drive.google.com/file/d/1_LA6Q0ApT4a_R8NIckPu-q4_4gyl-PwG/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-02-18,False,Adjudicación directa,2025,104708.56,0.1,True,https://drive.google.com/file/d/1xwPugvbFX_CsSr3jENGUjbpLsW39f-EN/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,104446.4,0.1,True,"https://drive.google.com/file/d/1lJC3L2NVVs0EhpOGGirbyC4_qFJRa1OL/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,104400.0,0.1,True,"https://drive.google.com/file/d/1JmPqO_2pflV2mqtuofBhiGikB7Ej3yF1/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,104400.0,0.1,True,"https://drive.google.com/file/d/1mk9YCP8UHnNBuYbXo_F3x7neRulGCQQl/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,104400.0,0.1,True,"https://drive.google.com/file/d/1icPre69oN-GIUFAKQ8e0t9sB1jIonZqL/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,104400.0,0.1,True,https://drive.google.com/file/d/1hZOT0IwNAUfbBeahY4sPZismc_Y6sM-e/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,104400.0,0.1,True,"https://drive.google.com/file/d/1_81KStDYceqTIFlybW61XjtspBGLwAKi/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-02-05,False,Adjudicación directa,2025,102837.82,0.1,True,https://drive.google.com/file/d/1Clblm-FLKW-_QcmQenh9nCOdeyImXozH/view?usp=drive_link
TABASCO,TAB - SECRETARIA DE SALUD (SS),"COMERCIO Y CONSTRUCCION DE TABASCO, S.A. DE C.V.",CCT1808139U3,Definitivo,2025-12-12,2024-05-23,False,Invitación a cuando menos tres personas,2024,99679.96,0.1,False,https://transparencia.tabasco.gob.mx/media/SS/2024/1/690986.pdf
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,99064.0,0.1,True,"https://drive.google.com/file/d/1wjsWhoaCB1c_LLC-s8oZC13hPU2XP6bR/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,98484.0,0.1,True,"https://drive.google.com/file/d/1X4HlTdIDMzx9FZiIi5vALLoAGCr8YGZW/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-17,False,Adjudicación directa,2025,97440.0,0.1,True,https://drive.google.com/file/d/1ONZOECre5dG6KYqKKyOFW2tUoOWZ_AFo/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-25,False,Adjudicación directa,2025,88483.64,0.09,True,https://drive.google.com/file/d/1cUFo-Tv130wSHmlIq-6dRwdxylIlO-bj/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,86652.0,0.09,True,"https://drive.google.com/file/d/1fhYWLDpHfvHNmW1iUEdTqRwHuKco6lg9/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-02-05,False,Adjudicación directa,2025,86011.68,0.09,True,"https://drive.google.com/file/d/1GO538WNiQQvqAPyyeHDDhVPDZeE-tXzQ/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-14,False,Adjudicación directa,2025,85840.0,0.09,True,https://drive.google.com/file/d/1VVd6AAQjX9TMZurFTiMis7LX1q2GXoSi/view?usp=drive_link
MICHOACÁN DE OCAMPO,MIC - Secretaria de Igualdad Sustantiva y Desarrollo de las Mujeres Michoacanas,Polette Valeria Rojas Solorio,ROSP920428398,Definitivo,2026-04-24,2025-06-02,False,Adjudicación directa,2025,82988.53,0.08,True,
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,81674.44,0.08,True,"https://drive.google.com/file/d/1DRU9cYpO7Sd2dwZi3r-WSDwuAlJCCZqw/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-11-20,False,Adjudicación directa,2025,81200.0,0.08,False,https://drive.google.com/file/d/1Qv5E9eQkzOsPw2uiAEhnsLzxYF15yAB6/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-09,False,Adjudicación directa,2025,80204.49,0.08,False,https://drive.google.com/file/d/1NZc-VElTFVjVkokyLC9ebMs7Dp1xMei_/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-14,False,Adjudicación directa,2025,74646.0,0.07,True,https://drive.google.com/file/d/19MuOFFi47ou3VOJxsDqbfUEgVaVGdoNg/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,74491.72,0.07,True,"https://drive.google.com/file/d/1p--XGMF1hayh-BY3Ik6xK-AclK9gjYD-/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,74008.0,0.07,True,"https://drive.google.com/file/d/1czEW5cjDcB8jOO6w5AXl17YWS_z3Ic9y/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,70685.76,0.07,True,"https://drive.google.com/file/d/1A7zeLMzaCzjxNQ_zq9PE3hIoDsdpaxu6/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-04-15,False,Adjudicación directa,2025,69999.04,0.07,True,https://drive.google.com/file/d/18igYbPRDPweViCLOAEUWoTQlwCOAnBQ-/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,ALERTA MARKETING INTEGRAL S.A. DE C.V.,AMI181114A65,Definitivo,2026-04-30,2024-03-06,False,Adjudicación directa,2025,69600.0,0.07,False,"https://drive.google.com/file/d/1zN4lUBGlRXxDsfib2n71JMgaDf2tS56Z/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,69368.0,0.07,True,"https://drive.google.com/file/d/1JvJC9R_8kQfKwiMb02_tsHCDOLk328mK/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,66410.0,0.07,True,"https://drive.google.com/file/d/1YeTRgORLYLqm8_tMnkvG2f_GPDZHCTvk/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,alerta marketing integral s.a. de c.v.,AMI181114A65,Definitivo,2026-04-30,2024-11-05,False,Adjudicación directa,2025,65018.0,0.07,True,"https://drive.google.com/file/d/13SG-ISwp8UxXBYASNmG46wVCUWoS2pGc/view?usp=sharing,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,64477.44,0.06,True,"https://drive.google.com/file/d/1cqaVRo_KnWsAIwxQMo-UIwCUuE5I0L1l/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-15,False,Adjudicación directa,2025,63800.0,0.06,True,https://drive.google.com/file/d/1PqleuK2hvrsLQtSyBDlDtXQjpur7pLdv/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-16,False,Adjudicación directa,2025,60999.99,0.06,False,https://drive.google.com/file/d/1MzfIzpndOkPvLAEEe6PxCqRFys6rMrl_/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,60894.37,0.06,True,"https://drive.google.com/file/d/1QDJwfVp_xURuxHSOupzhwGExHbx1Z04p/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-05-07,False,Adjudicación directa,2025,60784.0,0.06,True,https://drive.google.com/file/d/1H3nvybYtVwMjMA0GKGRtL0Ev0N8GGLXH/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,59223.8,0.06,True,"https://drive.google.com/file/d/1utMbkQ6o-03staNU9Q0lCs5AANgDud70/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,55970.0,0.06,True,"https://drive.google.com/file/d/1hrtuIzpY5UFskDgKpeQ5HfKT3bsH1-q5/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-28,False,Adjudicación directa,2025,55680.0,0.06,True,"https://drive.google.com/file/d/1b-1v1_stqhvK1StcYxvs9cqFj1XlLqAQ/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-12,False,Adjudicación directa,2025,55680.0,0.06,False,https://drive.google.com/file/d/1D7WwJfvKtRZE4ZVAhSekb1Niv0euA7w7/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,53835.6,0.05,True,"https://drive.google.com/file/d/110iYHUS0KOxQ5QamC_uhZ2cc9pHYyJb8/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-04-09,False,Adjudicación directa,2025,49999.48,0.05,True,https://drive.google.com/file/d/1KCNUK3Dz7hwk7KGy5BmQhiWBTcBOv9lo/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,49999.48,0.05,True,"https://drive.google.com/file/d/1wHVQ0_fX2QG5UkoeZiTbGKrANgXXe4aG/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-02-06,False,Adjudicación directa,2025,49889.28,0.05,True,"https://drive.google.com/file/d/1wWb_TcE9yUkKJYLUfhrNpU8LIG7rjt-a/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-09,False,Adjudicación directa,2025,47996.16,0.05,True,https://drive.google.com/file/d/1HKPfwqskk3oS1EhHpgFC5QSEN0TjjXdS/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-11-20,False,Adjudicación directa,2025,46400.0,0.05,False,https://drive.google.com/file/d/1Ftr_3-CSBYFth3DvRJ8viwsf1pZ7_i2-/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-09,False,Adjudicación directa,2025,45499.84,0.05,False,https://drive.google.com/file/d/1xGQIV5SKnIiCIFyxzs-hR3DFGaXvW6tl/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-05-26,False,Adjudicación directa,2025,45191.28,0.05,True,https://drive.google.com/file/d/1TEZW2T5efcWzFn5GpjyqJhrEim4wOU1d/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,43906.0,0.04,True,"https://drive.google.com/file/d/1BzCa1OnX6wAq6OsCy924tz9WFzxWb7aN/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-04,False,Adjudicación directa,2025,41794.8,0.04,False,https://drive.google.com/file/d/1hd2lYrfPFrcSntATcBnvyOLDHoRcen-r/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,39846.0,0.04,True,"https://drive.google.com/file/d/1HSStEencCVAtZMZVQpGsAxd6L8zuGXfD/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-09,False,Adjudicación directa,2025,39602.99,0.04,False,https://drive.google.com/file/d/1bG0XRmiipV6pnkLJvMxUyKeKSL-OHA7z/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-01-30,False,Adjudicación directa,2025,38860.0,0.04,True,https://drive.google.com/file/d/1Jm07JdygiYm6czsEGtYMFQWAkS3ncpYK/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,38778.8,0.04,True,"https://drive.google.com/file/d/13R8MQyuU2wWgKtfwCBgOrYiTIBxL3qTF/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-31,False,Adjudicación directa,2025,38753.28,0.04,True,https://drive.google.com/file/d/1VIcXzMXpCtFHtrojVsScPEaCE8vSVvda/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-02-21,False,Adjudicación directa,2025,38048.0,0.04,True,https://drive.google.com/file/d/1UiFqk1c38JB4sP_UiYyJ5JmFB6OqL4Td/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,37642.0,0.04,True,"https://drive.google.com/file/d/1rjxn68tnTss8mM13X8r1WG_3tFJduK9_/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-11-05,False,Adjudicación directa,2025,35689.84,0.04,False,https://drive.google.com/file/d/14btsF0V0rnPNTc5eSzqSkTTtuj-iEXwY/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-01-31,False,Adjudicación directa,2025,34990.24,0.03,True,"https://drive.google.com/file/d/10nWsgxMs-QCBBKQUIBirvaX8DS2U1c2Z/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-10,False,Adjudicación directa,2025,34800.0,0.03,True,https://drive.google.com/file/d/1vxIcfP5ifVAesOraIQcvOv04uWM0vSId/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,34800.0,0.03,True,"https://drive.google.com/file/d/1EoLyAQGTZ_tgeVLpdp08MRJpU4kf9JdY/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-11-29,False,Adjudicación directa,2025,32712.0,0.03,True,"https://drive.google.com/file/d/12ErSAzQe8GwtMVMXNDdJbYJa16Ulo5qN/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-07,False,Adjudicación directa,2025,31784.0,0.03,True,https://drive.google.com/file/d/1w1H34di6eO-k5E4hdEQVqEXSp-wK0SsY/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2024-09-17,False,Adjudicación directa,2025,30160.0,0.03,True,"https://drive.google.com/file/d/1VodQOsQcra96kT-lTyCCOX9C-3yhnAPY/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-01-30,False,Adjudicación directa,2025,29613.64,0.03,True,"https://drive.google.com/file/d/1lRmhjrNGuBW8MIQIJjW3FSDpMlRCQ6qk/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta s.a. de c.v..,NCC220721SG3,Definitivo,2026-04-24,2025-01-30,False,Adjudicación directa,2025,29613.64,0.03,True,"https://drive.google.com/file/d/1q5LKdYBrBYOoZ1GcgjYD85BPxEvvajUk/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-06-30,False,Adjudicación directa,2025,29000.0,0.03,True,https://drive.google.com/file/d/1eUPnmV2PUwpOGQcN7ki9VEWJLjB_RGJ0/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-02,False,Adjudicación directa,2025,28942.0,0.03,False,https://drive.google.com/file/d/1XLrDyxRb9MCZcfph-3ABwcoM5IAcS7iv/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-17,False,Adjudicación directa,2025,28072.0,0.03,True,https://drive.google.com/file/d/164GeuvDYbyzTwLRFeyJ7CaMHsp0ZKRnE/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-14,False,Adjudicación directa,2025,27840.0,0.03,True,https://drive.google.com/file/d/1jn8vfEUhD-R8NIyPVmmrA5vCv8gyCfdk/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-07-14,False,Adjudicación directa,2025,27550.0,0.03,True,https://drive.google.com/file/d/1VrY0cxCwuRnngGDuCCPF8EOqaCzif_dD/view?usp=drive_link
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 Comercializadora Delta S.A. de C.V..,NCC220721SG3,Definitivo,2026-04-24,2024-12-09,False,Adjudicación directa,2025,27260.0,0.03,False,https://drive.google.com/file/d/15k_yL6kCFwipYiWywQdx2nLKcHyO1J-U/view?usp=sharing
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-06-09,False,Adjudicación directa,2025,24703.36,0.02,True,https://drive.google.com/file/d/15fhhLsNorDyyZTadc6P9qLVjYIiRIoR0/view?usp=drive_link
MICHOACÁN DE OCAMPO,MIC - Secretaria de Igualdad Sustantiva y Desarrollo de las Mujeres Michoacanas,Polette Valeria Rojas Solorio,ROSP920428398,Definitivo,2026-04-24,,False,Adjudicación directa,2025,23462.0,0.02,True,
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,22689.6,0.02,True,"https://drive.google.com/file/d/10huw2f6m2kWEhpCn2z89I73e9wN9tfiR/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-12-31,False,Adjudicación directa,2025,21912.4,0.02,True,"https://drive.google.com/file/d/1ojntmDehYJeyZUA2doBvglD4O_FldIPJ/view?usp=drive_link,"
BAJA CALIFORNIA SUR,BCS - H. Ayuntamiento de Los Cabos,094 comercializadora delta S.A. de C.V.,NCC220721SG3,Definitivo,2026-04-24,2025-05-29,False,Adjudicación directa,2025,20010.0,0.02,True,https://drive.google.com/file/d/1CnpVtBmm-keUy3Om9qqIFIQC7HUFS9d3/view?usp=drive_link
